registro_id,timestamp_raw,equipo_id,turno,operador_nombre,temperatura_c,vibracion_mm_s,energia_kwh,produccion_t,estado_mantenimiento
EVT-000005,2026-09-01 02:00:00,REACTOR-A,C,Carla Méndez,,2.936,672.45,42.37,SIN_ORDEN
EVT-000366,2026-09-03 14:30:00,REACTOR-B,B,Elena Quispe,66.00,"3,998 mm/s",628.43,37.14,SIN_ORDEN
EVT-000212,2026-09-05 09:30:00,REACTOR-A,A,Ana Rojas,73.07,3.637,665.73,44.03,SIN_ORDEN
EVT-000356,2026-09-03 09:30:00,REACTOR-B,A,Diego Arce,74.67,3.351,670.21,"43,46 t",SIN_ORDEN
EVT-000487,2026-09-01 03:00:00,REACTOR-C,C,Irene Choque,71.00,4.012,650.20,38.19,SIN_ORDEN
EVT-000326,2026-09-02 18:30:00,REACTOR-B,B,Elena Quispe,69.32,3.559,608.83,38.82,SIN_ORDEN
EVT-000378,2026-09-03 20:30:00,REACTOR-B,B,Elena Quispe,70.33,"3,704 mm/s",606.40,35.85,SIN_ORDEN
EVT-000235,2026-09-05 21:00:00,REACTOR-A,B,Bruno Salvatierra,67.66,3.572,598.19,35.61,PREVENTIVO
EVT-000337,2026-09-03 00:00:00,REACTOR-B,C,Fernando López,73.43,3.368,628.86,38.55,SIN_ORDEN
EVT-000102,2026-09-03 02:30:00,REACTOR-A,C,Carla Méndez,73.69,3.222,,40.63,SIN_ORDEN
EVT-000300,2026-09-02 05:30:00,REACTOR-B,C,Fernando López,74.43,3.484,659.78,43.06,SIN_ORDEN
EVT-000130,2026-09-03 16:30:00,REACTOR-A,B,Bruno Salvatierra,67.88,3.204,616.86,36.64,SIN_ORDEN
EVT-000208,2026-09-05 07:30:00,REACTOR-A,A,Ana Rojas,70.65,"3,511 mm/s",609.28,37.59,SIN_ORDEN
EVT-000579,2026-09-03 01:00:00,REACTOR-C,C,Irene Choque,68.97,"3,851 mm/s",657.06,"38,81 t",SIN_ORDEN
EVT-000128,2026-09-03 15:30:00,REACTOR-A,B,Bruno Salvatierra,66.11,3.220,599.74,"34,01 t",SIN_ORDEN
EVT-000410,2026-09-04 12:30:00,REACTOR-B,A,Diego Arce,72.89,"3,816 mm/s",652.37,39.81,SIN_ORDEN
EVT-000676,2026-09-05 01:30:00,REACTOR-C,C,Irene Choque,71.82,4.149,612.78,36.43,SIN_ORDEN
EVT-000191,2026-09-04T23:00:00-04:00,REACTOR-A,C,Carla Méndez,"68,47 °C","3,261 mm/s",640.28,38.65,SIN_ORDEN
EVT-000002,2026-09-01 00:30:00,REACTOR-A,C,Carla Méndez,69.53,2.898,656.20,41.33,SIN_ORDEN
EVT-000450,2026-09-05 08:30:00,REACTOR-B,A,Diego Arce,75.42,3.847,"666,35 kWh",44.24,SIN_ORDEN
EVT-000290,2026-09-02 00:30:00,REACTOR-B,C,Fernando López,71.12,3.376,635.68,41.97,SIN_ORDEN
EVT-000064,2026-09-02 07:30:00,REACTOR-A,A,Ana Rojas,73.76,3.137,670.84,"39,69 t",SIN_ORDEN
EVT-000527,2026-09-01 23:00:00,REACTOR-C,C,Irene Choque,"69,24 °C",4.076,594.58,33.55,SIN_ORDEN
EVT-000585,2026-09-03 04:00:00,REACTOR-C,C,Irene Choque,70.73,3.842,"688,51 kWh",42.18,SIN_ORDEN
EVT-000155,2026-09-04 05:00:00,REACTOR-A,C,Carla Méndez,72.50,3.184,670.20,41.55,SIN_ORDEN
EVT-000265,2026-09-01T12:00:00-04:00,REACTOR-B,A,Diego Arce,72.00,3.095,618.79,37.81,SIN_ORDEN
EVT-000595,2026-09-03 09:00:00,REACTOR-C,A,Gabriela Flores,72.31,4.032,639.29,38.48,SIN_ORDEN
EVT-000542,2026-09-02 06:30:00,REACTOR-C,A,Gabriela Flores,71.08,3.912,658.49,41.41,SIN_ORDEN
EVT-000203,2026-09-05 05:00:00,REACTOR-A,C,Carla Méndez,72.79,3.623,655.89,42.26,SIN_ORDEN
EVT-000598,2026-09-03 10:30:00,REACTOR-C,A,Gabriela Flores,71.34,3.877,"629,24 kWh",36.50,SIN_ORDEN
EVT-000718,2026-09-05 22:30:00,REACTOR-C,C,Irene Choque,66.09,4.306,595.46,36.46,SIN_ORDEN
EVT-000701,2026-09-05 14:00:00,REACTOR-C,B,Hugo Vargas,68.06,4.024,604.04,35.84,SIN_ORDEN
EVT-000552,02/09/2026 11:30,REACTOR-C,A,Gabriela Flores,91.6 °C,8.90 mm/s,844.0 kWh,36.96,PREVENTIVO
EVT-000372,2026-09-03 17:30:00,REACTOR-B,B,Elena Quispe,67.57,3.533,"627,80 kWh",37.04,SIN_ORDEN
EVT-000563,2026-09-02 17:00:00,REACTOR-C,B,Hugo Vargas,64.10,4.057,595.78,32.22,SIN_ORDEN
EVT-000661,2026-09-04 18:00:00,REACTOR-C,B,Hugo Vargas,"64,81 °C",4.319,602.48,36.02,SIN_ORDEN
EVT-000080,2026-09-02 15:30:00,REACTOR-A,B,Bruno Salvatierra,68.39,3.295,605.65,36.80,SIN_ORDEN
EVT-000239,2026-09-05 23:00:00,REACTOR-A,C,Carla Méndez,70.00,3.231,663.93,39.32,SIN_ORDEN
EVT-000301,02/09/2026 06:00,REACTOR-B,A,Diego Arce,74.97,3.835,"705,21 kWh",47.60,SIN_ORDEN
EVT-000034,2026-09-01 16:30:00,REACTOR-A,B,Bruno Salvatierra,67.79,3.399,635.96,35.28,SIN_ORDEN
EVT-000493,2026-09-01 06:00:00,REACTOR-C,A,Gabriela Flores,71.20,4.033,651.21,42.63,SIN_ORDEN
EVT-000682,2026-09-05 04:30:00,REACTOR-C,C,Irene Choque,70.62,3.865,669.14,43.19,SIN_ORDEN
EVT-000081,2026-09-02 16:00:00,REACTOR-A,B,Bruno Salvatierra,66.39,3.063,"626,74 kWh",36.00,SIN_ORDEN
EVT-000584,2026-09-03 03:30:00,REACTOR-C,C,Irene Choque,"73,27 °C",3.676,,39.71,CORRECTIVO
EVT-000489,2026-09-01 04:00:00,REACTOR-C,C,Irene Choque,70.16,3.873,649.67,41.96,SIN_ORDEN
EVT-000613,2026-09-03 18:00:00,REACTOR-C,B,Hugo Vargas,65.14,4.065,596.71,33.58,SIN_ORDEN
EVT-000057,02/09/2026 04:00,REACTOR-A,C,Carla Méndez,72.03,3.552,648.20,43.03,SIN_ORDEN
EVT-000534,02/09/2026 02:30,REACTOR-C,C,Irene Choque,71.65,4.291,635.54,"40,75 t",SIN_ORDEN
EVT-000581,03/09/2026 02:00,REACTOR-C,C,Irene Choque,69.65,3.954,,42.19,SIN_ORDEN
EVT-000283,2026-09-01 21:00:00,REACTOR-B,B,Elena Quispe,67.61,3.879,613.84,36.71,SIN_ORDEN
EVT-000047,2026-09-01 23:00:00,REACTOR-A,C,Carla Méndez,70.21,3.575,617.97,36.49,SIN_ORDEN
EVT-000497,2026-09-01 08:00:00,REACTOR-C,A,Gabriela Flores,69.53,4.071,638.75,39.93,SIN_ORDEN
EVT-000421,2026-09-04 18:00:00,REACTOR-B,B,Elena Quispe,68.17,3.475,"620,00 kWh",37.28,SIN_ORDEN
EVT-000176,2026-09-04 15:30:00,REACTOR-A,B,Bruno Salvatierra,68.01,2.742,629.46,36.38,SIN_ORDEN
EVT-000355,2026-09-03 09:00:00,REACTOR-B,A,Diego Arce,76.23,3.624,698.00,"44,95 t",SIN_ORDEN
EVT-000368,2026-09-03 15:30:00,REACTOR-B,B,Elena Quispe,69.12,3.963,"632,23 kWh",36.45,SIN_ORDEN
EVT-000692,2026-09-05 09:30:00,REACTOR-C,A,Gabriela Flores,68.24,4.190,638.58,"37,76 t",SIN_ORDEN
EVT-000409,2026-09-04 12:00:00,REACTOR-B,A,Diego Arce,"72,54 °C",3.561,645.37,39.29,SIN_ORDEN
EVT-000240,2026-09-05 23:30:00,REACTOR-A,C,Carla Méndez,69.08,2.972,"607,93 kWh",37.96,SIN_ORDEN
EVT-000043,2026-09-01 21:00:00,REACTOR-A,B,Bruno Salvatierra,67.76,3.034,641.08,38.81,SIN_ORDEN
EVT-000160,2026-09-04 07:30:00,REACTOR-A,A,Ana Rojas,73.33,2.847,644.76,40.79,SIN_ORDEN
EVT-000707,05/09/2026 17:00,REACTOR-C,B,Hugo Vargas,64.65,S/D,591.10,35.81,SIN_ORDEN
EVT-000586,2026-09-03 04:30:00,REACTOR-C,C,Irene Choque,72.28,4.194,682.84,43.40,SIN_ORDEN
EVT-000116,2026-09-03 09:30:00,REACTOR-A,A,Ana Rojas,73.84,3.330,665.51,"39,90 t",SIN_ORDEN
EVT-000431,2026-09-04 23:00:00,REACTOR-B,C,Fernando López,69.14,3.659,"654,96 kWh",40.54,SIN_ORDEN
EVT-000105,2026-09-03T04:00:00-04:00,REACTOR-A,C,Carla Méndez,"75,24 °C",2.955,647.76,41.13,SIN_ORDEN
EVT-000695,2026-09-05 11:00:00,REACTOR-C,A,Gabriela Flores,67.69,4.142,622.72,"37,53 t",SIN_ORDEN
EVT-000014,2026-09-01 06:30:00,REACTOR-A,A,Ana Rojas,73.09,3.989,"678,63 kWh",43.92,SIN_ORDEN
EVT-000150,2026-09-04 02:30:00,REACTOR-A,C,Carla Méndez,"73,03 °C",2.861,635.68,"42,53 t",SIN_ORDEN
EVT-000049,2026-09-02 00:00:00,REACTOR-A,C,Carla Méndez,"70,45 °C",3.113,640.46,39.96,SIN_ORDEN
EVT-000444,2026-09-05 05:30:00,REACTOR-B,C,Fernando López,75.33,4.010,"681,37 kWh",43.43,SIN_ORDEN
EVT-000664,2026-09-04 19:30:00,REACTOR-C,B,Hugo Vargas,,4.009,593.11,35.69,SIN_ORDEN
EVT-000424,04/09/2026 19:30,REACTOR-B,B,Elena Quispe,68.75,3.937,613.65,35.05,SIN_ORDEN
EVT-000225,2026-09-05T16:00:00-04:00,REACTOR-A,B,Bruno Salvatierra,66.85,3.120,612.36,35.71,SIN_ORDEN
EVT-000483,2026-09-01 01:00:00,REACTOR-C,C,Irene Choque,70.61,3.931,616.96,39.50,SIN_ORDEN
EVT-000330,2026-09-02 20:30:00,REACTOR-B,B,Elena Quispe,66.09,3.581,627.04,37.59,SIN_ORDEN
EVT-000094,2026-09-02 22:30:00,REACTOR-A,C,Carla Méndez,"68,67 °C",S/D,625.76,38.97,SIN_ORDEN
EVT-000580,2026-09-03 01:30:00,REACTOR-C,C,Irene Choque,69.89,3.761,622.55,39.26,SIN_ORDEN
EVT-000059,2026-09-02 05:00:00,REACTOR-A,C,Carla Méndez,73.89,3.083,-120 kWh,39.91,SIN_ORDEN
EVT-000629,2026-09-04 02:00:00,REACTOR-C,C,Irene Choque,69.05,3.884,655.98,40.79,SIN_ORDEN
EVT-000427,2026-09-04 21:00:00,REACTOR-B,B,Elena Quispe,68.65,3.843,640.52,39.03,SIN_ORDEN
EVT-000073,2026-09-02 12:00:00,REACTOR-A,A,Ana Rojas,"71,06 °C",3.222,633.12,38.85,SIN_ORDEN
EVT-000167,2026-09-04 11:00:00,REACTOR-A,A,Ana Rojas,250 °C,"2,673 mm/s",639.50,41.09,SIN_ORDEN
EVT-000618,2026-09-03 20:30:00,REACTOR-C,B,Hugo Vargas,"66,20 °C",4.396,616.69,"37,07 t",SIN_ORDEN
EVT-000241,2026-09-01 00:00:00,REACTOR-B,C,Fernando López,72.93,3.001,648.50,NO_REGISTRADO,SIN_ORDEN
EVT-000062,2026-09-02 06:30:00,REACTOR-A,A,Ana Rojas,75.00,3.686,658.11,40.66,SIN_ORDEN
EVT-000231,2026-09-05 19:00:00,REACTOR-A,B,Bruno Salvatierra,66.24,"-3,5 mm/s",594.45,32.59,SIN_ORDEN
EVT-000538,2026-09-02 04:30:00,REACTOR-C,C,Irene Choque,70.45,"4,262 mm/s",652.05,"-8,0 t",SIN_ORDEN
EVT-000077,2026-09-02 14:00:00,REACTOR-A,B,Bruno Salvatierra,69.06,3.625,622.32,37.77,SIN_ORDEN
EVT-000663,2026-09-04 19:00:00,REACTOR-C,B,Hugo Vargas,64.27,3.867,577.55,32.28,SIN_ORDEN
EVT-000590,2026-09-03 06:30:00,REACTOR-C,A,Gabriela Flores,70.96,4.127,625.15,39.93,SIN_ORDEN
EVT-000507,2026-09-01 13:00:00,REACTOR-C,A,Gabriela Flores,67.94,"3,812 mm/s",626.82,"-8,0 t",SIN_ORDEN
EVT-000224,2026-09-05 15:30:00,REACTOR-A,B,Bruno Salvatierra,66.13,3.414,615.36,35.84,SIN_ORDEN
EVT-000430,2026-09-04 22:30:00,REACTOR-B,C,Fernando López,-999,3.812,650.41,37.78,SIN_ORDEN
EVT-000684,2026-09-05 05:30:00,REACTOR-C,C,Irene Choque,73.09,4.349,647.60,40.76,SIN_ORDEN
EVT-000079,2026-09-02 15:00:00,REACTOR-A,B,Bruno Salvatierra,"65,40 °C",3.173,631.48,36.23,SIN_ORDEN
EVT-000384,03/09/2026 23:30,REACTOR-B,C,Fernando López,70.84,"3,752 mm/s",662.51,"42,49 t",SIN_ORDEN
EVT-000139,2026-09-03 21:00:00,REACTOR-A,B,Bruno Salvatierra,67.96,"3,087 mm/s",630.06,38.05,SIN_ORDEN
EVT-000037,2026-09-01 18:00:00,REACTOR-A,B,Bruno Salvatierra,63.96,3.213,630.13,34.96,SIN_ORDEN
EVT-000476,05/09/2026 21:30,REACTOR-B,B,Elena Quispe,69.81,3.702,660.98,37.92,SIN_ORDEN
EVT-000657,2026-09-04T16:00:00-04:00,REACTOR-C,B,Hugo Vargas,63.41,4.067,619.49,36.68,SIN_ORDEN
EVT-000053,2026-09-02 02:00:00,REACTOR-A,C,Carla Méndez,72.41,3.371,"638,87 kWh",39.17,SIN_ORDEN
